"CD_A","PER","ENT","CON","V_SEL","N_HOG","N_REN","S3P1","S3P1_2","S3P2","S3P2_ES","S3P3","S3P4_1","S3P4_2","S3P4_3","S3P4_4","S3P4_5","S3P4_6","S3P4_7","S3P5","S3P5_ES","S3P6","S3P7","S3P7_1_1","S3P7_1_2","S3P7_1_3","S3P7_1_4","S3P7_1_5","S3P7_2_1","S3P7_2_2","S3P7_2_3","S3P7_2_4","S3P7_2_5","S3P8","S3P9","S3P10","S3P11_ES","S3P12_C","S3P12_ES","S3P13_ES","S3P14_C","S3P14_ES","S3P15","S4P1_1","S4P1_2","S4P1_3","S4P1_4","S4P1_5","S4P1_6","S4P1_7","S4P1_8","S4P1_1_1A","S4P1_1_2A","S4P1_1_3A","S4P1_1_4A","S4P1_1_5A","S4P1_1_6A","S4P1_1_7A","S4P1_1_8A","S4P1_1_ESA","S4P1_1_1B","S4P1_1_2B","S4P1_1_3B,N,1,0","S4P1_1_4B,N,1,0","S4P1_1_5B,N,1,0","S4P1_1_6B,N,1,0","S4P1_1_7B,N,1,0","S4P1_1_8B,N,1,0","S4P1_1_ESB,C,50","S4P1_1_1C,N,1,0","S4P1_1_2C,N,1,0","S4P1_1_3C,N,1,0","S4P1_1_4C,N,1,0","S4P1_1_5C,N,1,0","S4P1_1_6C,N,1,0","S4P1_1_7C,N,1,0","S4P1_1_8C,N,1,0","S4P1_1_ESC,C,50","S4P1_2_1,N,1,0","S4P1_2_2,N,1,0","S4P1_2_3,N,1,0","S4P1_2_4,N,1,0","S4P1_2_5,N,1,0","S4P1_2_6,N,1,0","S4P1_2_7,N,1,0","S4P2_1,N,1,0","S4P2_2,N,1,0","S4P2_3,N,1,0","S4P2_4,N,1,0","S4P2_5,N,1,0","S4P2_6,N,1,0","S4P2_7,N,1,0","S4P2_8,N,1,0","S4P3_1,N,1,0","S4P3_2,N,1,0","S4P3_3,N,1,0","S4P3_4,N,1,0","S4P3_5,N,1,0","S4P3_6,N,1,0","S4P3_7,N,1,0","S4P3_8,N,1,0","S4P3_9,N,1,0","S4P4,N,3,0","S4P4_1,N,3,0","S4P4_2,N,3,0","S4P4_3,N,3,0","S4P4_4,N,3,0","S4P5,N,3,0","S4P5_1,N,3,0","S4P5_2,N,3,0","S4P5_3,N,3,0","S4P5_4,N,3,0","S4P6,N,1,0","S4P6_1,N,2,0","S4P6_2,N,2,0","S4P6_3,N,2,0","S4P6_4,N,2,0","S4P6_5,N,2,0","S4P7,N,1,0","S4P7_1,N,2,0","S4P7_2,N,2,0","S4P7_3,N,2,0","S4P7_4,N,2,0","S4P7_5,N,2,0","S4P8,N,1,0","S4P8_1_1,N,2,0","S4P8_1_2,N,2,0","S4P8_1_ES,C,50","S4P9,N,1,0","S4P10,N,1,0","S4P10_1,N,3,0","S4P11_1,N,1,0","S4P11_2,N,1,0","S4P11_3,N,1,0","S4P11_4,N,1,0","S4P11_5,N,1,0","S4P11_6,N,1,0","S4P11_7,N,1,0","S4P11_8,N,1,0","S4P11_9,N,1,0","S4P11_10,N,1,0","S4P11_11,N,1,0","S4P11_12,N,1,0","S4P11_13,N,1,0","S4P11_14,N,1,0","S4P11_15,N,1,0","S4P11_16,N,1,0","S4P11_17,N,1,0","S4P11_ES,C,50","S4P12_1,N,1,0","S4P12_2,N,1,0","S4P12_3,N,1,0","S4P12_4,N,1,0","S4P12_5,N,1,0","S4P12_6,N,1,0","S4P12_7,N,1,0","S4P12_8,N,1,0","S4P12_9,N,1,0","S4P12_10,N,1,0","S4P12_1_1,N,1,0","S4P12_1_2,N,1,0","S4P12_1_3,N,1,0","S4P12_1_4,N,1,0","S4P12_1_5,N,1,0","S4P12_1_6,N,1,0","S4P12_1_7,N,1,0","S4P12_1_8,N,1,0","S4P12_1_9,N,1,0","S4P12_1_10,N,1,0","S4P12_1_ES,C,50","S4P12_2_1,N,1,0","S4P12_2_2,N,1,0","S4P12_2_3,N,1,0","S4P12_2_4,N,1,0","S4P12_2_5,N,1,0","S4P12_2_6,N,1,0","S4P12_2_7,N,1,0","S4P12_2_8,N,1,0","S4P12_2_ES,C,50","S4P13_1,N,1,0","S4P13_2,N,1,0","S4P13_3,N,1,0","S4P14_1,N,2,0","S4P14_2,N,2,0","S4P14_3,N,2,0","S4P14_4,N,2,0","S4P14_5,N,2,0","S4P14_6,N,2,0","S4P14_7,N,2,0","S4P14_8,N,2,0","S4P14_9,N,2,0","S4P14_10,N,2,0","S4P14_11,N,2,0","S4P14_12,N,2,0","S4P14_13,N,2,0","S4P14_14,N,2,0","S4P14_15,N,2,0","S4P14_16,N,2,0","S4P14_17,N,2,0","S4P15_1,N,1,0","S4P15_2,N,1,0","S4P15_3,N,1,0","S4P15_4,N,1,0","S4P15_5,N,1,0","S4P15_6,N,1,0","S4P15_7,N,1,0","S4P15_8,N,1,0","S4P15_9,N,1,0","S4P15_10,N,1,0","S4P15_11,N,1,0","S4P15_12,N,1,0","S4P15_13,N,1,0","S4P15_14,N,1,0","S4P15_15,N,1,0","S4P16_1,N,1,0","S4P16_2,N,1,0","S4P16_3,N,1,0","S4P16_4,N,1,0","S4P16_5,N,1,0","S4P16_6,N,1,0","S4P16_7,N,1,0","S4P17_1,N,1,0","S4P17_2,N,1,0","S4P17_3,N,1,0","S4P17_4,N,1,0","S4P17_5,N,1,0","S4P17_6,N,1,0","S4P17_7,N,1,0","S4P17_8,N,1,0","S4P17_9,N,1,0","S4P17_10,N,1,0","S4P17_11,N,1,0","S4P17_12,N,1,0","S4P17_13,N,1,0","S4P17_14,N,1,0","FAC,N,6,0"
40,1117,3,40295,1,1,2,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,3,4,4,4,4,4,4,4,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,1,21,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,5,5,5,11,9,10,11,11,11,10,10,10,11,11,10,10,11,11,11,11,3,3,4,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,3,3,3,4,4,4,4,4,4,4,4,2,4,4,1574
40,1117,3,40295,3,1,2,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,3,4,4,4,4,4,4,4,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,1,21,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,2,2,3,10,6,5,8,5,10,10,10,8,10,10,10,8,10,11,11,3,2,4,2,2,5,5,5,2,1,4,2,5,5,2,5,5,5,5,5,5,5,3,3,4,4,4,4,4,4,4,4,3,2,3,3,1574
40,1117,3,40295,2,1,1,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,"VENDER MANUALIDADES Y DULCES",95,"VENDEDOR AMBULANTE","SIN NOMBRE",33,"HACER MANUALIDADES",2,3,3,4,4,4,4,2,4,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,3,3,3,4,4,4,4,4,5,6,4,2,1,3,0,0,0,0,0,0,0,0,14,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,1,2,9,10,8,10,10,9,9,10,8,8,7,7,9,8,10,11,11,3,2,3,3,3,2,2,3,2,2,3,2,2,5,2,3,3,2,3,3,3,3,2,2,2,3,3,3,3,3,4,4,4,3,4,4,787
40,1117,3,40295,4,1,1,7,4,5122,"LICENCIADO EN EDUCACION PRIMARIA",3,1,2,2,2,2,2,2,1,,23,2,0,0,0,0,0,2,2,1,2,2,8,5,0,,0,,,0,,0,2,4,2,4,2,3,2,2,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,0,,2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,6,5,4,1,2,3,0,0,0,14,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,1,35,2,2,1,2,2,1,2,1,2,2,2,2,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,1,1,1,7,8,7,8,8,8,8,9,9,9,9,9,10,6,6,6,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2361
40,1117,3,40350,3,1,1,7,4,5335,"TURISMO ALTERNATIVO",3,1,1,2,1,1,2,2,1,,22,2,0,0,0,0,0,2,2,2,2,2,1,0,1,"LLEVAR PERSONAS A PASEOS ECOTURISTICOS",32,"GUIA TURISTICO","MAR Y AVENTURAS",72,"HOSPEDAJE Y PASEOS GUIADOS",2,1,3,3,4,3,4,1,1,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,0,,2,1,2,1,1,1,2,1,3,3,3,2,4,1,3,3,2,6,1,4,5,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,1,1,35,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,2,,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,2,3,6,10,7,10,10,10,10,10,10,10,10,5,10,6,8,10,10,2,3,4,2,1,1,2,3,4,4,4,1,1,1,1,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,781
40,1117,3,40350,2,1,1,7,5,5334,"CONTABILIDAD",3,1,1,2,2,1,2,2,1,,23,2,0,0,0,0,0,2,2,1,2,2,1,0,1,"LLEVAR LOS INGRESOS",21,"CONTADOR","AVE",61,"SE DEDICA A LA VENTA DE SERVICIOS EDUCATIVOS",2,3,4,3,3,3,3,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,1,1,2,2,4,4,3,3,3,3,2,2,3,5,6,1,2,4,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,1,1,40,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,1,2,2,8,8,7,9,9,10,9,10,9,9,9,10,10,7,9,9,9,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,2,2,2,1,2,3,2,3,2,3,3,2,2,2,2,2,781
40,1117,3,40350,5,1,2,4,3,,,0,0,0,0,0,0,0,0,1,,18,2,0,0,0,0,0,2,2,1,2,2,5,5,0,,0,,,0,,0,4,4,4,4,4,4,2,4,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,4,4,4,4,3,3,2,4,5,6,4,1,2,3,0,0,0,14,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,1,35,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,2,2,7,9,7,7,7,11,9,9,10,10,5,10,10,5,8,9,9,2,2,4,2,2,2,4,3,3,2,4,2,2,5,2,1,1,1,2,2,1,1,2,2,2,3,2,2,2,2,3,3,2,2,2,2,1562
40,1117,3,40350,1,1,2,3,2,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,2,3,4,4,3,2,2,4,2,2,1,2,2,2,2,2,,2,2,1,2,2,2,2,2,,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,2,2,4,4,4,3,4,4,2,5,6,3,1,4,0,0,0,35,7,0,28,0,49,14,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,1,5,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,2,2,3,2,1,1,2,2,2,2,3,1,1,5,1,2,2,2,2,3,2,2,3,4,2,4,4,2,2,2,4,4,4,1,4,4,3124
40,1117,3,40350,4,1,1,5,4,"N122","MAESTRO EN EDUCACION PRIMARIA",2,0,0,0,0,0,0,0,1,,23,2,0,0,0,0,0,2,2,2,2,2,6,5,0,,0,,,0,,0,2,4,4,4,4,4,4,4,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,5,6,4,1,2,3,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,2,5,1,8,1,5,1,5,3,3,4,8,3,4,3,1,5,8,10,4,3,4,4,4,3,3,3,3,3,4,2,3,4,2,1,2,2,3,3,2,2,3,3,3,3,3,3,2,3,4,2,3,2,4,4,781
40,1117,3,40353,3,1,1,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"ADMINISTRAR Y HACER LAS COMPRAS",14,"ENCARGADO DEL NEGOCIO","SIN NOMBRE",72,"A LA VENTA DE COMIDA",2,4,4,3,4,4,4,3,4,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,5,6,1,2,3,0,0,0,21,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,1,1,1,5,9,6,5,4,4,9,9,10,9,4,10,10,8,7,10,10,3,3,4,2,2,2,3,3,2,3,4,2,2,5,2,2,2,2,3,3,2,2,3,2,2,3,3,3,4,4,4,3,2,2,2,2,2802
40,1117,3,40353,2,1,1,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,,0,,,0,,0,4,4,4,4,4,4,4,4,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,1,30,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,5,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4,4,4,4,4,4,4,4,4,4,4,934
40,1117,3,40353,4,1,4,7,2,5517,"INGENERIA EN TECNOLOGIA COMPUTACIONAL",3,1,1,2,1,1,2,1,1,,20,1,2,2,1,1,1,0,0,0,0,0,4,5,0,,0,,,0,,0,2,2,2,2,3,4,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,2,1,2,1,1,2,2,2,2,3,4,2,2,6,5,3,2,4,1,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,,1,1,56,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,"VIAJE ESCOLAR",0,0,0,0,0,0,0,0,,1,1,1,6,9,4,7,9,9,8,8,7,8,7,10,10,7,5,8,8,2,2,3,2,1,1,2,1,4,3,3,1,2,1,2,1,1,1,3,3,2,1,1,1,2,2,2,2,1,2,1,1,1,2,1,1,3736
40,1117,3,40353,5,1,3,4,3,,,0,0,0,0,0,0,0,0,1,,20,2,0,0,0,0,0,1,1,2,1,1,1,0,1,"LIMPIEZA DE UN BARCO",96,"MARINERO","CABO ADVENTURE",48,"A DAR PASEOS TURISTICOS",2,3,4,3,4,3,3,2,4,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,0,,2,1,2,2,2,1,1,2,4,3,3,3,3,3,3,6,4,5,2,3,1,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,,1,1,72,2,1,2,2,2,1,2,1,2,1,1,2,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,1,1,1,6,10,10,5,8,10,10,10,10,9,10,10,10,5,9,10,10,3,3,4,5,2,2,2,2,2,2,4,2,2,5,2,1,1,1,3,3,2,2,2,2,2,4,2,2,3,4,4,3,2,3,2,2,3736
28,1117,4,40005,1,1,2,2,5,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,4,4,2,2,2,2,2,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,2,1,1,2,4,4,4,4,2,2,2,4,6,1,5,3,2,4,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,4,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,1,1,7,9,8,9,10,7,7,8,9,9,9,10,10,7,10,7,8,3,3,4,2,1,3,2,3,3,3,3,2,2,2,2,3,5,2,3,3,3,3,4,3,2,4,3,3,3,4,4,4,1,2,4,4,3120
28,1117,4,40005,3,1,1,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"VIGILAR LA ENTRADA Y SALIDA DE EMPLEADOS Y VEHICULOS",53,"VIGILANTE VELADOR","GASERA SONI GAS",46,"VENTA DE GAS BUTANO LP CILINDRICO Y ESTACIONARIO",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,4,2,6,1,3,5,0,0,0,12,4,0,8,0,8,4,0,4,0,4,60,6,20,28,6,2,8,0,0,8,0,1,1,2,,1,1,28,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,,2,2,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,8,8,10,10,10,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1560
28,1117,4,40005,4,1,5,4,3,,,0,0,0,0,0,0,0,0,1,,21,2,0,0,0,0,0,2,1,2,2,1,1,0,1,"SEGUIMIENTO DE AUTOMOVILES EN TEMAS DE HOJALATERIA Y PINTURA",32,"ASESORA DE SERVICIOS","AUTOS DE PRESTIGIO SA DE CV",46,"VENTA DE AUTOMOVILES",2,4,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,4,2,2,4,2,2,2,2,6,2,1,5,4,3,0,0,0,5,3,0,2,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,1,1,42,2,1,2,1,2,2,1,1,1,2,2,2,1,1,1,2,2,,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,2,2,2,2,,2,3,1,8,10,10,9,8,9,10,10,9,6,10,10,10,10,10,9,10,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,3900
28,1117,4,40005,2,1,2,4,3,,,0,0,0,0,0,0,0,0,1,,21,2,0,0,0,0,0,1,1,1,1,2,1,0,1,"DESPACHAR Y COBRAR A LOS CLIENTES",42,"CAJERA","PANADERIA DULZO",31,"ELABORACION Y VENTA DE PAN AL PUBLICO EN GENERAL",2,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,2,2,3,3,2,2,3,5,3,6,2,1,4,0,0,0,21,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,1,1,28,1,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,2,2,1,8,10,10,8,8,7,7,7,9,9,10,9,9,5,10,8,8,4,4,4,1,1,1,2,3,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2340
28,1117,4,40005,5,1,2,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,"VENDER ARTICULOS POR CATALOGO",42,"COMERCIANTE","SIN NOMBRE",46,"VENTA DE ARTICULOS POR CATALOGO",2,3,4,2,3,2,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,3,4,3,3,2,4,3,3,4,3,6,2,5,1,0,0,0,14,7,2,5,0,2,2,0,0,0,7,10,0,7,3,0,0,0,0,0,0,0,1,1,9,,1,1,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,1,"PREFIERE CONSULTAR INFORMACION POR INTERNET",1,1,1,8,8,5,8,10,9,9,9,10,10,9,10,10,5,8,8,9,2,2,4,2,2,2,2,2,2,3,4,3,2,2,2,2,1,1,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1560
28,1117,4,40028,3,1,1,6,3,2334,"CONTADOR PRIVADO",2,0,0,0,0,0,0,0,2,,18,2,0,0,0,0,0,1,2,2,2,1,1,0,1,"VERIFICAR LAS ENFERMEDADS POR INSECTOS",26,"ENTOMOLOGO","SECTOR SALUD",62,"PARA L CONTROL DE VECTORES DE DENGUE Y PALUDISMO",1,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,6,5,4,3,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,1,1,45,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,0,,1,2,4,1,5,8,5,4,2,10,10,8,10,9,9,10,9,9,10,10,3,3,4,2,2,2,2,3,2,3,3,2,2,2,2,1,1,1,3,3,1,1,1,1,3,1,3,3,3,3,1,1,2,3,1,1,1042
28,1117,4,40028,5,1,1,7,3,5334,"CONTABILIDAD",3,1,1,2,1,1,2,2,2,,22,1,1,1,1,2,1,0,0,0,0,0,1,0,1,"AUDITORIAS EN NEGOCIOS",21,"AUDITOR","MAQUILADORA KARIMENS",31,"A LA ELABORACION DE PRENDAS DE VESTIR",2,3,4,2,2,3,3,3,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,1,2,4,2,2,3,3,3,2,6,5,3,1,4,2,0,0,0,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,1,1,56,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,"POR TRABAJO",0,0,0,0,0,0,0,0,,1,3,1,7,8,4,6,8,6,9,9,7,8,8,10,10,4,8,9,9,1,2,3,2,1,1,2,3,3,3,4,2,1,1,2,1,1,1,3,3,3,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1042
28,1117,4,40028,4,1,2,7,4,5335,"CIENCIAS POLITICAS DE ADMINISTRACION PUBLICA",3,1,1,2,1,1,2,2,1,,23,2,0,0,0,0,0,2,2,1,2,2,2,0,1,"HACER NOMINAS DE LOS EMPLEADOS",21,"ANALISTA ESPECIALIZADO","INSTITUTO ELECTORAL DEL ESTADO",93,"A LOS SISTEMAS ELECTORALES DEL ESTADO",2,3,1,3,4,2,2,3,2,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,0,,2,1,2,1,1,2,2,2,1,3,4,2,2,3,2,5,6,4,1,2,3,0,0,0,6,4,0,2,0,5,1,0,4,0,2,4,0,4,0,0,1,2,0,2,0,0,1,1,2,,1,1,70,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,2,,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,"POR DIVERSION",0,0,0,0,0,0,0,0,,1,1,1,8,9,8,8,8,9,9,9,9,9,8,9,8,7,7,7,7,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1563
