"CD_A,C,2","PER,C,4","ENT,C,2","CON,C,5","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S3P1,N,2,0","S3P1_2,N,1,0","S3P2,C,4","S3P2_ES,C,50","S3P3,N,1,0","S3P4_1,N,1,0","S3P4_2,N,1,0","S3P4_3,N,1,0","S3P4_4,N,1,0","S3P4_5,N,1,0","S3P4_6,N,1,0","S3P4_7,N,1,0","S3P5,N,1,0","S3P5_ES,C,50","S3P6,N,2,0","S3P7,N,1,0","S3P7_1_1,N,1,0","S3P7_1_2,N,1,0","S3P7_1_3,N,1,0","S3P7_1_4,N,1,0","S3P7_1_5,N,1,0","S3P7_2_1,N,1,0","S3P7_2_2,N,1,0","S3P7_2_3,N,1,0","S3P7_2_4,N,1,0","S3P7_2_5,N,1,0","S3P8,N,1,0","S3P9,N,1,0","S3P10,N,1,0","S3P11_ES,C,100","S3P12_C,N,2,0","S3P12_ES,C,50","S3P13_ES,C,50","S3P14_C,N,2,0","S3P14_ES,C,100","S3P15,N,1,0","S4P1_1,N,1,0","S4P1_2,N,1,0","S4P1_3,N,1,0","S4P1_4,N,1,0","S4P1_5,N,1,0","S4P1_6,N,1,0","S4P1_7,N,1,0","S4P1_8,N,1,0","S4P1_1_1A,N,1,0","S4P1_1_2A,N,1,0","S4P1_1_3A,N,1,0","S4P1_1_4A,N,1,0","S4P1_1_5A,N,1,0","S4P1_1_6A,N,1,0","S4P1_1_7A,N,1,0","S4P1_1_8A,N,1,0","S4P1_1_ESA,C,50","S4P1_1_1B,N,1,0","S4P1_1_2B,N,1,0","S4P1_1_3B,N,1,0","S4P1_1_4B,N,1,0","S4P1_1_5B,N,1,0","S4P1_1_6B,N,1,0","S4P1_1_7B,N,1,0","S4P1_1_8B,N,1,0","S4P1_1_ESB,C,50","S4P1_1_1C,N,1,0","S4P1_1_2C,N,1,0","S4P1_1_3C,N,1,0","S4P1_1_4C,N,1,0","S4P1_1_5C,N,1,0","S4P1_1_6C,N,1,0","S4P1_1_7C,N,1,0","S4P1_1_8C,N,1,0","S4P1_1_ESC,C,50","S4P1_2_1,N,1,0","S4P1_2_2,N,1,0","S4P1_2_3,N,1,0","S4P1_2_4,N,1,0","S4P1_2_5,N,1,0","S4P1_2_6,N,1,0","S4P1_2_7,N,1,0","S4P2_1,N,1,0","S4P2_2,N,1,0","S4P2_3,N,1,0","S4P2_4,N,1,0","S4P2_5,N,1,0","S4P2_6,N,1,0","S4P2_7,N,1,0","S4P3_1,N,1,0","S4P3_2,N,1,0","S4P3_3,N,1,0","S4P3_4,N,1,0","S4P3_5,N,1,0","S4P3_6,N,1,0","S4P3_7,N,1,0","S4P3_8,N,1,0","S4P3_9,N,1,0","S4P4,N,3,0","S4P4_1,N,3,0","S4P4_2,N,3,0","S4P4_3,N,3,0","S4P4_4,N,3,0","S4P5,N,3,0","S4P5_1,N,3,0","S4P5_2,N,3,0","S4P5_3,N,3,0","S4P5_4,N,3,0","S4P6,N,1,0","S4P6_1,N,2,0","S4P6_2,N,2,0","S4P6_3,N,2,0","S4P6_4,N,2,0","S4P6_5,N,2,0","S4P7,N,2,0","S4P7_1,N,2,0","S4P7_2,N,2,0","S4P7_3,N,2,0","S4P7_4,N,2,0","S4P7_5,N,2,0","S4P8,N,1,0","S4P8_1_1,N,2,0","S4P8_1_2,N,2,0","S4P8_1_ES,C,50","S4P9,N,1,0","S4P10,N,1,0","S4P10_1,N,3,0","S4P11_1,N,1,0","S4P11_2,N,1,0","S4P11_3,N,1,0","S4P11_4,N,1,0","S4P11_5,N,1,0","S4P11_6,N,1,0","S4P11_7,N,1,0","S4P11_8,N,1,0","S4P11_9,N,1,0","S4P11_10,N,1,0","S4P11_11,N,1,0","S4P11_12,N,1,0","S4P11_13,N,1,0","S4P11_14,N,1,0","S4P11_15,N,1,0","S4P11_16,N,1,0","S4P11_17,N,1,0","S4P11_ES,C,50","S4P12_1,N,1,0","S4P12_2,N,1,0","S4P12_3,N,1,0","S4P12_4,N,1,0","S4P12_5,N,1,0","S4P12_6,N,1,0","S4P12_7,N,1,0","S4P12_8,N,1,0","S4P12_9,N,1,0","S4P12_10,N,1,0","S4P12_1_1,N,1,0","S4P12_1_2,N,1,0","S4P12_1_3,N,1,0","S4P12_1_4,N,1,0","S4P12_1_5,N,1,0","S4P12_1_6,N,1,0","S4P12_1_7,N,1,0","S4P12_1_8,N,1,0","S4P12_1_9,N,1,0","S4P12_1_10,N,1,0","S4P12_1_ES,C,50","S4P12_2_1,N,1,0","S4P12_2_2,N,1,0","S4P12_2_3,N,1,0","S4P12_2_4,N,1,0","S4P12_2_5,N,1,0","S4P12_2_6,N,1,0","S4P12_2_7,N,1,0","S4P12_2_8,N,1,0","S4P12_2_ES,C,50","S4P13_1,N,1,0","S4P13_2,N,1,0","S4P13_3,N,1,0","S4P14_1,N,2,0","S4P14_2,N,2,0","S4P14_3,N,2,0","S4P14_4,N,2,0","S4P14_5,N,2,0","S4P14_6,N,2,0","S4P14_7,N,2,0","S4P14_8,N,2,0","S4P14_9,N,2,0","S4P14_10,N,2,0","S4P14_11,N,2,0","S4P14_12,N,2,0","S4P14_13,N,2,0","S4P14_14,N,2,0","S4P14_15,N,2,0","S4P14_16,N,2,0","S4P14_17,N,2,0","S4P15_1,N,1,0","S4P15_2,N,1,0","S4P15_3,N,1,0","S4P15_4,N,1,0","S4P15_5,N,1,0","S4P15_6,N,1,0","S4P15_7,N,1,0","S4P15_8,N,1,0","S4P15_9,N,1,0","S4P15_10,N,1,0","S4P15_11,N,1,0","S4P15_12,N,1,0","S4P15_13,N,1,0","S4P15_14,N,1,0","S4P15_15,N,1,0","S4P16_1,N,1,0","S4P16_2,N,1,0","S4P16_3,N,1,0","S4P16_4,N,1,0","S4P16_5,N,1,0","S4P16_6,N,1,0","S4P16_7,N,1,0","S4P17_1,N,1,0","S4P17_2,N,1,0","S4P17_3,N,1,0","S4P17_4,N,1,0","S4P17_5,N,1,0","S4P17_6,N,1,0","S4P17_7,N,1,0","S4P17_8,N,1,0","S4P17_9,N,1,0","S4P17_10,N,1,0","S4P17_11,N,1,0","S4P17_12,N,1,0","S4P17_13,N,1,0","S4P17_14,N,1,0","FAC,N,6,0"
26,1015,10,40263,3,1,02,7,5,5335,ADMINISTRACION INDUSTRIAL,3,1,2,2,1,2,2,1,1,,23,2,0,0,0,0,0,2,2,2,2,1,1,0,1,TRABAJOS DE ADMINISTRACION,14,ENCARGADA DE SUCURSAL,LLASEDESA,46,COMPRA VENTA DE LLANTAS DE AUTOCAMIONES,2,2,4,3,4,4,4,2,2,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,2,3,4,4,3,4,3,6,3,4,1,2,5,0,0,0,7,4,0,3,0,28,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,1,1,35,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,2,2,,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,2,2,2,1,3,1,4,2,1,5,7,5,7,1,8,5,1,1,8,8,3,3,4,2,2,2,2,2,3,4,4,2,3,2,3,1,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,3,2,2,2,3362
26,1015,10,40289,1,1,01,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,LIMPIEZA DE UN HOGAR,96,EMPLEADA DOMESTICA,CASA PARTICULAR,81,VIVIENDA PARTICULAR,2,4,4,3,3,3,3,3,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,1,2,1,2,4,4,3,3,3,3,4,5,4,3,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,6,1,1,3,1,0,0,0,0,0,0,2,0,0,,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,1,1,1,7,7,7,7,7,7,7,7,7,7,7,8,8,6,10,7,7,3,3,3,3,3,3,3,3,2,1,3,3,3,2,3,2,2,3,3,3,2,2,2,2,2,2,4,4,4,4,4,4,2,2,4,4,1693
26,1015,10,40289,2,1,01,2,2,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,SIEMBRA Y CRIA GANADO VACUNO,61,AGRICULTOR Y GANADERO,RANCHO LAS TRES POTRANCAS,11,SIEMBRA DE CEREALES Y CRIA DE GANADO VACUNO,2,4,3,4,4,4,4,2,4,2,2,1,2,2,2,2,2,,2,2,1,2,2,2,2,2,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,4,2,4,4,2,4,4,3,4,6,5,1,2,0,0,0,14,10,0,4,0,7,7,0,0,0,7,10,1,9,0,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,2,2,2,2,,4,4,2,7,8,7,8,7,7,8,8,8,8,7,9,9,6,8,8,8,3,3,4,2,2,2,2,2,3,2,3,2,2,2,3,5,5,2,5,3,2,2,3,3,2,2,2,2,3,3,3,3,4,2,4,4,6772
26,1015,10,40289,5,1,01,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,,0,,,0,,0,4,4,4,4,4,4,4,4,2,2,2,2,1,2,1,2,,2,2,2,2,1,2,1,2,,2,2,2,2,1,2,1,2,,0,0,0,0,0,0,0,4,4,4,4,4,4,4,6,4,5,1,3,2,0,0,0,3,0,0,3,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,2,,2,2,2,8,8,8,9,8,8,8,8,8,9,8,10,9,7,8,8,8,3,3,4,4,2,3,3,3,2,3,3,2,2,2,2,5,5,2,3,5,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1693
26,1015,10,40289,3,1,02,7,4,5341,LICENCIADO EN DERECHO,3,1,1,1,1,1,2,2,1,,26,2,0,0,0,0,0,1,1,1,1,2,1,0,1,"ELABORACION DE DEMANDAS,ATENCION A CLIENTES",21,ABOGADO LITIGANTE,DESPACHO JURIDICO DELGADO Y ASOCIADOS,54,PRESTAR SERVICIOS JURIDICOS,2,2,2,3,3,2,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,2,2,1,1,1,2,2,2,3,3,2,2,2,3,4,5,1,2,6,0,0,0,10,4,2,2,2,15,6,2,6,1,7,22,3,1,11,7,2,12,4,4,2,2,1,1,2,,1,1,30,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,2,1,8,9,10,9,9,8,8,10,10,8,9,10,9,5,8,9,9,2,2,4,2,1,2,2,2,3,3,4,2,2,2,2,2,1,2,2,3,2,2,1,1,2,2,2,2,2,2,2,3,1,1,1,2,5079
26,1015,10,40321,4,1,02,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,3,4,3,4,3,3,3,3,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,1,1,2,2,2,3,4,4,4,2,3,2,5,6,4,1,3,0,0,0,14,5,0,9,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,1,1,2,6,8,8,7,7,5,9,9,1,5,10,9,9,1,1,4,4,3,2,3,2,2,2,2,3,3,3,4,3,3,3,3,2,2,2,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3094
26,1015,10,40321,3,1,02,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,LIMPIAR LABORATORIOS Y AULAS EN EL ITD,96,LIMPIEZA,INSTITUTO TECNOLOGICO DE DURANGO,61,IMPARTIR EDUCACION DE CALIDAD A UNIVERSITARIOS,1,4,3,4,4,4,3,4,4,2,2,1,2,2,2,2,2,,2,1,2,2,2,2,2,2,,2,1,2,2,2,2,2,2,,0,0,0,0,0,0,0,3,3,4,4,3,3,4,3,2,4,6,1,5,0,0,0,28,15,0,13,0,14,0,0,14,0,7,10,2,6,2,0,1,8,0,0,8,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,2,,2,2,2,8,6,10,8,9,7,9,9,7,9,9,10,5,5,7,8,8,2,2,3,2,2,2,5,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,2,2,3,3,3,2,2,3,3,6188
26,1015,10,40321,2,1,02,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,3,3,3,3,2,2,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,2,1,1,2,2,2,2,3,3,3,3,3,3,2,3,4,5,1,6,0,0,0,14,7,0,7,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,1,2,8,10,10,8,5,6,5,5,7,7,7,9,8,9,10,10,10,2,3,3,2,3,2,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,3,3,2,2,2,3,3,2,2,2,2,3,4641
26,1015,10,40321,1,1,01,2,5,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,DAR MANTENIMIENTO A CAMIONES DE TRANSPORTE,26,EMPLEADO DE MANTENIMIENTO,TRNSPORTES RIVAS,48,TRANSPORTAR VERDURAS A TODA LA REPUBLICA,2,2,4,4,4,4,4,3,4,2,2,2,1,2,2,2,2,,2,1,2,2,2,2,2,2,,2,1,2,2,2,2,2,2,,0,0,0,0,0,0,0,1,4,4,4,3,2,4,2,3,6,5,1,4,0,0,0,14,6,0,8,0,15,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,2,,1,1,1,1,8,5,10,10,10,10,10,8,10,8,10,10,1,10,10,10,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3094
26,1015,10,40321,5,1,02,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,COMPRA VENTA DE ROPA USADA,41,VENDEDORA DE ROPA SEMINUEVA,VENDEDORA DE ROPA SIN NOMBRE,46,COMPRA VENTA DE ROPA SEMINUEVA PARA SU VENTA,2,3,3,3,4,3,3,3,3,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,1,2,,0,0,0,0,0,0,0,0,,1,1,1,1,1,2,1,4,4,4,4,4,4,4,1,6,4,5,2,3,0,0,0,5,5,0,0,0,24,0,0,24,0,2,3,0,2,1,0,2,2,0,0,2,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,1,4,7,9,8,8,10,8,9,9,10,9,8,10,8,9,8,8,9,2,1,3,1,1,1,2,1,3,3,1,3,1,2,1,5,2,1,1,2,1,1,1,2,2,2,4,2,2,1,1,2,2,2,2,2,3094
26,1015,10,40328,4,1,01,8,3,6711,MEDICO ANESTESIOLOGO,4,2,1,1,1,1,2,2,1,,33,2,0,0,0,0,0,1,1,1,1,2,1,0,1,ADMINISTRACION EN UNA ESCUELA SUPERIOR UJED,12,SUBSECRETARIO ADMINISTRATIVO,FAMEN-UJED,61,FORMACION ACADEMICA,1,2,3,2,2,2,2,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,6,5,1,2,3,4,0,0,0,25,7,7,7,4,0,0,0,0,0,7,42,20,10,10,2,7,7,7,0,0,0,1,1,2,,1,1,20,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,,0,0,0,0,0,0,0,0,,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,3,2,2,2,2,3,2,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3768
26,1015,10,40328,3,1,02,7,5,5411,QUIMICO FARMACOBIOLOGO QFB,3,1,1,1,2,2,1,1,1,,24,2,0,0,0,0,0,1,1,1,2,2,1,0,1,LLEVAR CONTROL DE CALIDAD DE TRANSFUSION SANGUINEA,22,QUIMICO,CENTRO ESTATAL DE TRANFUSION SANGUINEA,62,BANCO DE SANGRE EN EL HOSPITAL GENERAL,2,3,3,1,1,3,3,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,4,4,2,3,2,3,2,3,4,6,1,2,5,0,0,0,7,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,1,1,14,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,8,9,8,10,9,10,9,9,10,10,10,10,10,8,10,10,10,4,3,3,1,1,1,1,1,3,2,4,2,3,1,2,2,2,1,3,3,2,2,1,1,1,1,1,2,1,2,2,3,2,1,2,2,2512
26,1015,10,40328,1,1,01,7,5,5532,INGENIERIA CIVIL,3,1,1,2,1,1,1,1,1,,23,1,2,2,1,1,1,0,0,0,0,0,1,0,1,ADMINISTRACION Y MANTENIMIENTO DE UN BALNEARIO,17,JEFE DE OPERACIONES,BALNEARIO SAN JUAN,71,SERVICIO DE RECREACION,1,2,2,2,3,3,4,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,2,2,3,3,1,4,1,6,4,2,1,5,3,0,0,0,7,7,0,0,0,14,0,7,0,7,1,10,5,0,0,5,1,5,2,2,0,1,1,1,2,,1,1,21,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,,1,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,3,5,10,9,9,5,5,9,9,9,9,9,8,9,5,8,9,9,2,3,4,2,2,2,3,2,3,4,3,2,2,2,2,2,1,1,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3768
26,1015,10,40328,5,1,02,7,4,5121,LICENCIATURA EN EDUCACION PREESCOLAR,3,2,1,2,1,1,2,2,1,,24,2,0,0,0,0,0,1,1,1,2,2,1,0,1,REALIZAR TAREAS DE DIRECCION EN UN JARDIN DE NI�OS,12,DIRECTORA DE JARDIN DE NI�OS,JARDIN DE NI�OS NI�OS DE MEXICO,61,EDUCAR A NI�OS DE PREESCOLAR,2,4,3,3,3,3,2,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,4,3,3,3,2,2,3,6,5,3,1,4,2,0,0,0,6,2,3,1,0,0,0,0,0,0,3,6,0,3,1,2,0,0,0,0,0,0,1,1,2,,1,1,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,,1,1,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,1,2,,5,1,1,8,9,8,9,8,9,9,9,8,9,8,9,9,8,8,9,9,3,3,3,3,1,2,2,2,3,2,3,2,2,1,2,1,1,1,3,3,2,2,1,2,1,1,1,1,2,3,4,3,2,2,4,3,5024
26,1015,10,40386,4,1,02,4,3,,,0,0,0,0,0,0,0,0,1,,18,2,0,0,0,0,0,2,2,2,2,2,5,5,0,,0,,,0,,0,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,2,2,2,2,2,3,2,2,3,4,3,5,1,2,6,0,0,0,7,7,0,0,0,14,0,0,14,0,2,2,0,0,2,0,0,0,0,0,0,0,1,1,6,,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,1,2,,2,2,1,8,10,9,9,10,10,10,9,9,10,10,10,10,6,9,9,10,2,2,3,2,1,1,2,2,4,2,3,2,1,3,1,3,1,1,2,3,2,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,6830
26,1015,10,40386,3,1,02,2,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"LIMPIAR, BARRER, TRAPEAR ETC",96,EMPLEADA DOMESTICA,TRABAJADOR DOMESTICO,81,EMPLEADA DOMESTICA EN UNA CASA PARTICULAR,2,4,4,3,3,3,2,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,2,1,1,2,2,2,3,4,4,4,3,3,4,5,3,4,1,2,6,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,1,2,1,7,6,4,7,9,9,10,8,8,7,6,10,10,10,7,7,8,3,3,4,3,2,2,3,2,3,2,3,2,1,3,2,1,2,1,2,3,3,3,3,2,2,3,2,2,3,3,3,3,3,2,2,2,4098
26,1015,10,40386,2,1,02,2,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,4,4,4,4,4,4,4,4,2,2,2,2,1,2,1,2,,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,,0,0,0,0,0,0,0,4,2,4,4,4,2,4,4,2,3,5,1,6,0,0,0,64,10,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,2,2,2,2,,2,1,2,11,7,8,8,6,6,5,6,7,6,8,8,8,6,1,6,6,3,3,5,5,5,5,5,5,3,4,3,4,5,5,2,3,2,2,4,3,2,5,3,3,3,3,2,2,4,4,4,4,4,3,2,2,2732
26,1015,10,40386,1,1,01,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,,0,,,0,,0,2,3,3,3,3,3,2,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,2,3,3,3,1,3,4,4,5,3,6,1,2,0,0,0,21,7,0,14,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,2,2,2,2,,5,1,5,8,9,4,8,9,5,8,8,9,10,7,10,10,6,3,7,7,2,1,4,2,1,1,2,2,2,2,3,2,3,2,2,1,1,2,2,3,2,1,1,1,2,2,2,3,3,4,4,4,4,1,4,3,4098
26,1015,10,40386,5,1,01,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,"HACER LADRILLO, QUEMARLO EN EL COCEDOR Y VENDERLO",76,LADRILLERO,LADRILLERA CANCUN,32,VENTA DE LADRILLO AL MAYOREO,2,2,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,4,5,3,6,0,0,0,7,7,0,0,0,3,2,0,1,0,7,12,0,12,0,0,0,0,0,0,0,0,1,1,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,4,4,2,5,5,5,8,5,5,7,7,5,6,7,6,8,5,10,7,8,2,3,3,3,2,3,3,4,2,2,4,3,3,2,3,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,5464
26,1015,10,40392,1,1,02,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ELABORACION DE ALIMENTOS,51,COCINERA,FONDA LOS BURROTES,72,ELABORACION DE COMIDA,2,4,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,3,4,4,4,3,4,4,3,4,6,1,2,5,0,0,0,30,10,0,20,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,1,2,2,2,,5,5,5,6,1,6,6,6,6,8,8,9,10,9,10,5,1,8,6,10,3,3,3,3,2,2,2,3,3,2,3,3,3,2,3,5,5,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3142
